numDep,DISP_TP6018,DISP_Q118,DISP_MED18,DISP_Q318,DISP_EQ18,DISP_D118,DISP_D218,DISP_D318,DISP_D418,DISP_D618,DISP_D718,DISP_D818,DISP_D918,DISP_RD18,DISP_S80S2018,DISP_GI18,DISP_PACT18,DISP_PTSA18,DISP_PCHO18,DISP_PBEN18,DISP_PPEN18,DISP_PPAT18,DISP_PPSOC18,DISP_PPFAM18,DISP_PPMINI18,DISP_PPLOGT18,DISP_PIMPOT18,DISP_NOTE18
38,19.446564885496183,15742.616279069767,21343.13953488372,28389.011627906977,0.5909302325581389,11543.953488372093,14508.60465116279,16908.081395348836,19121.74418604651,23748.95348837209,26622.093023255813,30451.86046511628,36906.16279069767,3.205232558139534,3.8494186046511634,0.25966279069767456,73.41744186046509,66.94058823529414,3.23764705882353,3.4582352941176464,26.996511627906955,8.388372093023259,7.976162790697675,2.794767441860465,3.0412790697674414,2.140116279069769,-16.778488372093033,0.0
39,22.977777777777774,14471.304347826086,19242.608695652172,25256.521739130436,0.5591304347826087,11011.304347826086,13483.91304347826,15509.565217391304,17384.782608695652,21298.695652173912,23763.91304347826,27146.08695652174,33045.217391304344,2.9913043478260875,3.682608695652174,0.2589565217391304,61.65652173913045,55.495238095238086,2.971428571428572,4.219047619047619,35.93043478260871,7.813043478260868,9.934782608695652,2.786956521739131,4.591304347826087,2.5565217391304342,-15.334782608695651,0.0
40,16.504347826086956,15920.90909090909,20724.242424242424,26865.454545454544,0.5336363636363635,12041.515151515152,14787.575757575758,16902.121212121212,18826.363636363636,22816.969696969696,25339.696969696968,28766.969696969696,34910.0,2.9393939393939394,3.5636363636363635,0.24951515151515152,63.08484848484848,54.99090909090909,3.169696969696969,4.924242424242426,38.03333333333333,8.85151515151515,6.624242424242422,1.8272727272727272,3.015151515151516,1.781818181818182,-16.593939393939394,0.0
41,23.535714285714285,14475.555555555555,19171.11111111111,25289.722222222223,0.5602777777777779,10829.166666666666,13451.111111111111,15458.055555555555,17307.777777777777,21256.944444444445,23777.5,27259.166666666668,33321.38888888889,3.0527777777777776,3.677777777777778,0.2544444444444445,61.888888888888886,54.53235294117647,3.711764705882352,4.0058823529411764,35.036111111111104,7.502777777777778,10.869444444444444,3.4055555555555554,4.761111111111111,2.702777777777778,-15.297222222222224,0.0
42,24.34516129032258,14021.51724137931,18812.827586206895,24695.103448275862,0.5693103448275861,10519.793103448275,12987.034482758621,15019.931034482759,16883.655172413793,20851.172413793105,23236.896551724138,26488.068965517243,32220.689655172413,3.0868965517241382,3.7951724137931033,0.2594551724137931,63.31724137931036,56.35104895104895,3.4671328671328663,3.667832167832167,33.29310344827586,8.31379310344828,10.008275862068965,3.226206896551724,4.044137931034483,2.737931034482759,-14.932413793103441,0.0
43,21.78333333333333,14157.142857142857,18962.85714285714,25280.0,0.5885714285714286,10724.285714285714,13118.57142857143,15055.714285714286,16955.714285714286,21072.85714285714,23707.14285714286,27224.285714285714,33817.142857142855,3.1571428571428575,3.8999999999999995,0.2721428571428572,60.7,51.21428571428572,3.142857142857143,6.3428571428571425,35.00000000000001,10.142857142857142,10.042857142857143,2.314285714285714,4.928571428571429,2.8,-15.885714285714286,0.0
44,14.536969696969697,17431.349206349205,23223.4126984127,30506.428571428572,0.5609523809523805,12953.333333333334,16145.079365079366,18660.75396825397,20913.571428571428,25707.896825396827,28682.619047619046,32733.4126984127,40010.079365079364,3.1063492063492064,3.81269841269841,0.2587539682539682,75.12619047619047,67.40079999999998,3.178399999999999,4.669999999999999,27.972619047619055,9.063888888888886,6.278571428571426,2.0849206349206337,2.5404761904761908,1.653174603174603,-18.441269841269847,0.011904761904761904
45,22.865333333333336,15312.095238095239,20624.85714285714,27331.809523809523,0.5829523809523808,11368.190476190477,14142.761904761905,16409.904761904763,18510.666666666668,22906.285714285714,25664.85714285714,29375.238095238095,35835.80952380953,3.164761904761903,3.875238095238094,0.26360952380952385,70.7552380952381,64.59489795918367,3.191836734693876,3.6959183673469393,29.60285714285714,7.685714285714288,8.848571428571427,3.1790476190476196,3.3199999999999985,2.3495238095238107,-16.892380952380954,0.009523809523809525
46,18.128571428571426,14881.111111111111,20505.555555555555,27768.88888888889,0.6311111111111112,11106.666666666666,13717.777777777777,15958.888888888889,18205.555555555555,22827.777777777777,25806.666666666668,29961.11111111111,36742.22222222222,3.333333333333333,4.1,0.2787777777777778,59.44444444444444,50.333333333333336,2.933333333333333,6.177777777777778,39.54444444444444,10.922222222222222,7.5,1.844444444444444,3.5888888888888886,2.066666666666667,-17.41111111111111,0.0
47,23.66,13623.548387096775,18338.709677419356,24613.225806451614,0.5974193548387096,10286.451612903225,12640.645161290322,14565.161290322581,16408.387096774193,20445.8064516129,23005.483870967742,26548.064516129034,32953.22580645161,3.203225806451613,4.064516129032259,0.27661290322580645,61.65161290322581,53.456666666666656,3.466666666666666,5.1833333333333345,34.025806451612894,9.01935483870968,10.838709677419354,2.8290322580645157,4.958064516129034,3.0516129032258066,-15.535483870967743,0.0
48,14.2,16496.0,21046.0,27068.0,0.508,12766.0,15472.0,17466.0,19292.0,23056.0,25428.0,29144.0,35246.0,2.8,3.5200000000000005,0.2552,70.6,61.17999999999999,2.4,7.0200000000000005,29.860000000000003,9.98,6.4399999999999995,2.12,2.68,1.64,-16.880000000000003,0.0
49,17.0411214953271,16202.090395480225,20893.22033898305,26780.677966101695,0.5055932203389827,12511.468926553673,15151.073446327684,17187.005649717514,19040.112994350282,22910.05649717514,25309.435028248587,28636.4406779661,34693.333333333336,2.809039548022598,3.433333333333333,0.24016949152542383,71.19152542372883,63.32816091954025,2.9890804597701157,5.2074712643678165,29.328248587570634,8.084180790960449,7.062711864406779,2.7632768361581905,2.5265536723163833,1.7728813559322039,-15.666666666666666,0.0
50,19.55882352941176,15922.32142857143,20742.5,26827.678571428572,0.5291071428571428,12186.785714285714,14766.785714285714,16918.035714285714,18887.678571428572,22817.678571428572,25308.75,28640.535714285714,34349.642857142855,2.846428571428572,3.4464285714285734,0.24198214285714292,67.1857142857143,61.08113207547169,2.786792452830189,4.015094339622642,33.51607142857142,6.9750000000000005,8.017857142857144,2.2196428571428575,3.735714285714286,2.0625000000000004,-15.694642857142862,0.0
51,25.123076923076926,14479.38053097345,19369.46902654867,25929.557522123894,0.5827433628318585,10839.29203539823,13406.991150442478,15475.752212389381,17393.53982300885,21610.442477876106,24298.938053097347,27999.11504424779,34810.44247787611,3.1858407079646014,3.88141592920354,0.2635663716814159,69.47345132743362,62.37570093457942,3.497196261682244,4.505607476635513,28.814159292035402,6.907964601769913,10.869026548672569,3.272566371681415,4.583185840707963,3.0132743362831853,-16.0646017699115,0.0
52,26.38888888888889,14264.347826086956,18710.869565217392,24228.695652173912,0.5313043478260869,10998.695652173914,13345.217391304348,15233.478260869566,16943.91304347826,20604.347826086956,22853.478260869564,25942.17391304348,31440.869565217392,2.8565217391304345,3.4608695652173918,0.24504347826086956,60.1304347826087,55.852631578947374,2.873684210526316,4.215789473684211,35.98695652173913,6.704347826086955,11.678260869565221,2.8173913043478254,5.852173913043478,3.008695652173913,-14.5,0.043478260869565216
53,17.31818181818182,15583.636363636364,20358.18181818182,26355.151515151516,0.5309090909090909,11824.545454545454,14524.545454545454,16583.030303030304,18468.484848484848,22398.18181818182,24880.60606060606,28188.18181818182,34653.333333333336,2.9484848484848483,3.727272727272728,0.2576969696969697,65.76969696969695,58.984375,2.828124999999999,4.190625000000001,33.79090909090909,9.133333333333333,7.633333333333334,2.7636363636363637,2.878787878787879,1.990909090909091,-16.327272727272724,0.0
54,24.507894736842097,14759.247311827958,20469.247311827956,28189.247311827956,0.6517204301075266,10553.978494623656,13500.645161290322,15941.505376344086,18143.11827956989,23075.698924731183,26236.666666666668,30603.978494623654,38827.95698924731,3.703225806451612,4.716129032258063,0.2959462365591397,68.44731182795698,60.34831460674158,2.970786516853934,6.17752808988764,28.976344086021488,11.044086021505375,9.421505376344085,2.4387096774193555,4.210752688172043,2.772043010752688,-17.889247311827965,0.021505376344086023
55,18.34,14250.714285714286,19078.571428571428,25501.428571428572,0.5942857142857143,10651.42857142857,13214.285714285714,15239.285714285714,17202.85714285714,21200.714285714286,23827.85714285714,27461.428571428572,34262.142857142855,3.2142857142857144,4.0357142857142865,0.2750714285714286,62.835714285714296,55.89166666666666,2.525,6.891666666666666,34.607142857142854,7.814285714285712,10.571428571428571,2.4499999999999997,5.257142857142858,2.864285714285714,-15.828571428571427,0.0
56,18.051851851851858,16006.42857142857,21205.833333333332,27812.261904761905,0.5566666666666669,12024.166666666666,14823.809523809523,17093.809523809523,19140.238095238095,23465.0,26165.714285714286,29907.380952380954,36565.357142857145,3.047619047619049,3.6940476190476184,0.25535714285714295,63.8142857142857,55.537804878048775,3.358536585365855,5.313414634146341,36.33690476190477,8.771428571428569,7.694047619047616,2.1964285714285716,3.4095238095238085,2.0880952380952387,-16.616666666666667,0.0
57,22.96434108527131,14366.815286624204,19701.656050955415,26887.898089171973,0.6276433121019107,10587.197452229299,13255.286624203822,15429.617834394905,17516.815286624205,22142.48407643312,25077.133757961783,29130.63694267516,36320.06369426752,3.4191082802547776,4.24076433121019,0.28006369426751576,57.78726114649682,51.234482758620715,3.353103448275862,4.008275862068965,28.984713375796176,17.980891719745227,9.179617834394906,2.5210191082802544,4.153503184713376,2.5050955414012734,-13.932484076433127,0.0
