,etablissement_code_commune,etablissement_commune,Dernier établissement,rentree,AgeBacAvanceOuATemps,AgeBacRetard
1701,44109,Nantes,Centrale Nantes,2019,0.5959680806383872,0.40403191936161276
1702,31555,Toulouse,Université Toulouse III - Paul Sabatier,2019,0.7832716638815946,0.21672833611840533
1703,,,CentraleSupélec,2019,0.7883858267716536,0.21161417322834647
1704,75107,Paris  7e,Sciences Po,2019,0.6769289974985568,0.32307100250144316
1705,75105,Paris  5e,IAE Paris - Sorbonne Business School,2019,0.49140893470790376,0.5085910652920962
1706,73065,Chambéry,Université Savoie Mont Blanc,2019,0.7488531275030947,0.25114687249690526
1707,67482,Strasbourg,Université de Strasbourg,2020,0.6949551050634083,0.3050448949365917
1708,,,École normale supérieure Paris-Saclay,2020,0.9679230152365678,0.03207698476343224
1709,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2020,0.7270312066299219,0.2729687933700781
1710,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2020,0.6447755467451081,0.35522445325489194
1711,35238,Rennes,Université de Rennes 1,2020,0.819453229320402,0.180546770679598
1712,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2020,0.7428141372622804,0.25718586273771965
1713,60159,Compiègne,Université de technologie de Compiègne,2020,0.7859682389191751,0.21403176108082483
1714,45234,Orléans,Université d'Orléans,2020,0.7330790744978388,0.2669209255021612
1715,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2020,0.8128140703517588,0.1871859296482412
1716,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2020,0.8173076923076923,0.18269230769230768
1717,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2020,0.8394863563402889,0.16051364365971107
1718,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2020,0.7930501930501931,0.20694980694980694
1719,75106,Paris  6e,Université Paris sciences et lettres,2020,0.7431915500999143,0.25680844990008567
1720,95127,Cergy,CY Cergy Paris Université,2020,0.7063527321190582,0.2936472678809418
1721,35238,Rennes,École des hautes études en santé publique,2020,0.5802816901408451,0.4197183098591549
1722,75105,Paris  5e,Muséum national d'histoire naturelle,2020,0.8,0.2
1723,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2020,0.7803916296993324,0.21960837030066765
1724,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2020,0.8224607762180016,0.17753922378199835
1725,84007,Avignon,Avignon Université,2020,0.6766864239345187,0.3233135760654812
1726,98738,Punaauia,Université de la Polynésie Française,2020,0.7322161422708618,0.26778385772913815
1727,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2006,0.5118958176809416,0.48810418231905833
1728,13213,Marseille 13e,Centrale Marseille,2006,0.9305019305019305,0.0694980694980695
1729,6088,Nice,Université Côte d'Azur,2006,0.7327876745305729,0.2672123254694271
1730,97120,Pointe-à-Pitre,Université des Antilles,2006,0.6346938775510204,0.3653061224489796
1731,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2006,0.6955066921606119,0.30449330783938816
1732,44109,Nantes,Université de Nantes,2006,0.6269667147245033,0.3730332852754968
1733,77083,Champs-sur-Marne,Université Gustave Eiffel,2006,0.521524620296024,0.478475379703976
1734,62041,Arras,Université d'Artois,2006,0.5576321032160136,0.44236789678398636
1735,75107,Paris  7e,Institut national des langues et civilisations orientales,2006,0.5520614089389625,0.4479385910610375
1736,60159,Compiègne,Université de technologie de Compiègne,2006,0.7261166253101737,0.2738833746898263
1737,45234,Orléans,Université d'Orléans,2006,0.5576190476190476,0.4423809523809524
1738,81004,Albi,Institut national universitaire Jean-François Champollion,2006,0.6233166602539438,0.37668333974605617
1739,31555,Toulouse,Université Toulouse - Jean Jaurès,2006,0.510434858539993,0.48956514146000696
1740,35238,Rennes,Université de Bretagne Occidentale,2006,0.7283603096410978,0.2716396903589022
1741,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2006,0.32029317865011914,0.6797068213498808
1742,95127,Cergy,CY Cergy Paris Université,2006,0.5310077519379846,0.4689922480620155
1743,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2006,0.6208153795160756,0.37918462048392443
1744,51454,Reims,Université de Reims Champagne-Ardenne,2006,0.7348242811501597,0.26517571884984026
1745,45234,Orléans,Université d'Orléans,2006,0.7570019723865877,0.24299802761341222
1746,91272,Gif-sur-Yvette,CentraleSupélec,2006,0.8221680876979294,0.17783191230207065
1747,54395,Nancy,Université de Lorraine,2006,0.6717479062481171,0.32825209375188286
1748,69387,Lyon 7e,Sciences Po Lyon,2006,0.7658788774002954,0.23412112259970458
1749,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2006,0.7945588609204169,0.205441139079583
1750,75105,Paris  5e,Sorbonne Université,2006,0.6059599365331217,0.3940400634668782
1751,75105,Paris  5e,Chimie ParisTech-PSL,2006,0.8172413793103448,0.18275862068965518
1752,33318,Pessac,Université de Bordeaux,2006,0.5552871063864058,0.4447128936135943
1753,84007,Avignon,Avignon Université,2006,0.5376163589195788,0.4623836410804212
1754,75105,Paris  5e,École nationale des Chartes,2006,0.8829787234042553,0.11702127659574468
1755,59183,Dunkerque,Université du Littoral Côte d'Opale,2006,0.5362332001452961,0.463766799854704
1756,98738,Punaauia,Université de la Polynésie Française,2006,0.5335689045936396,0.4664310954063604
1757,29019,Brest,Université de Bretagne Occidentale,2007,0.6322948377485589,0.3677051622514412
1758,44109,Nantes,Université de Nantes,2007,0.7778169014084507,0.2221830985915493
1759,34172,Montpellier,Université de Montpellier,2007,0.7455535390199637,0.2544464609800363
1760,35238,Rennes,Institut national des sciences appliquées de Rennes,2007,0.83515731874145,0.16484268125854992
1761,51454,Reims,Université de Reims Champagne-Ardenne,2007,0.5835291813552683,0.4164708186447317
1762,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2007,0.7692307692307693,0.23076923076923078
1763,75113,Paris 13e,Université de Paris,2007,0.5944350758853288,0.40556492411467115
1764,56121,Lorient,Université Bretagne Sud,2007,0.5909768324075328,0.40902316759246715
1765,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2007,0.8975903614457831,0.10240963855421686
1766,42218,Saint-Étienne,Centrale Lyon,2007,0.7835703001579779,0.21642969984202212
1767,75105,Paris  5e,École normale supérieure PSL,2007,0.8612565445026178,0.1387434554973822
1768,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2007,0.4994378513429107,0.5005621486570894
1769,72181,Le Mans,Le Mans Université,2007,0.5764127764127764,0.42358722358722356
1770,75116,Paris 16e,Université Paris Dauphine - PSL,2007,0.705611883989625,0.2943881160103749
1771,33318,Pessac,Sciences Po Bordeaux,2007,0.7492941840767928,0.25070581592320723
1772,59350,Lille,Sciences Po Lille,2007,0.875177304964539,0.12482269503546099
1773,60159,Compiègne,Université de technologie de Compiègne,2007,0.7309538092381523,0.2690461907618476
1774,30189,Nîmes,Université de Nîmes,2007,0.584942084942085,0.41505791505791506
1775,81004,Albi,Institut national universitaire Jean-François Champollion,2007,0.6321974148061105,0.36780258519388953
1776,76351,Le Havre,Université Le Havre Normandie,2007,0.48644233910486767,0.5135576608951323
1777,65440,Tarbes,École nationale d'ingénieurs de Tarbes,2007,0.8174831892411143,0.18251681075888568
1778,38185,Grenoble,Université Grenoble Alpes,2007,0.6581682562973832,0.34183174370261676
1779,67482,Strasbourg,Université de Strasbourg,2007,0.6515739303923742,0.3484260696076258
1780,75105,Paris  5e,Institut de physique du globe,2007,0.7251908396946565,0.2748091603053435
1781,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2007,0.5631137479541735,0.43688625204582654
1782,59512,Roubaix,École nationale supérieure des arts et industries textiles,2007,0.6410256410256411,0.358974358974359
1783,76451,Mont-Saint-Aignan,Institut national des sciences appliquées de Rouen Normandie,2007,0.746,0.254
1784,95127,Cergy,CY Cergy Paris Université,2007,0.5509228187919463,0.4490771812080537
1785,54547,Vandœuvre-lès-Nancy,Université de Lorraine,2007,0.7531214528944381,0.24687854710556187
1786,91272,Gif-sur-Yvette,CentraleSupélec,2007,0.8320194057004245,0.16798059429957551
1787,92050,Nanterre,Université Paris Nanterre,2007,0.5197653398819878,0.4802346601180122
1788,44109,Nantes,Centrale Nantes,2007,0.7906614785992218,0.20933852140077822
1789,63014,Aubière,Clermont Auvergne INP,2007,0.9173166926677067,0.08268330733229329
1790,21231,Dijon,Université de Bourgogne,2007,0.767564018384767,0.2324359816152331
1791,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2007,0.636963696369637,0.36303630363036304
1792,75105,Paris  5e,Sorbonne Université,2007,0.6072249238497301,0.39277507615026985
1793,75114,Paris 14e,Observatoire de Paris,2007,0.6976744186046512,0.3023255813953488
1794,75105,Paris  5e,Chimie ParisTech-PSL,2007,0.8372093023255814,0.16279069767441862
1795,75105,Paris  5e,IAE Paris - Sorbonne Business School,2007,0.4582975064488392,0.5417024935511608
1796,57463,Metz,Université de Lorraine,2008,0.52698785742264,0.47301214257735996
1797,31555,Toulouse,Université Toulouse Capitole,2008,0.5666732451812381,0.43332675481876193
1798,75113,Paris 13e,Université de Paris,2008,0.592533288386988,0.40746671161301196
1799,25056,Besançon,Université de Franche-Comté,2008,0.6242084881469465,0.37579151185305354
1800,44109,Nantes,Université de Nantes,2008,0.656693757256408,0.34330624274359206
1801,42218,Saint-Étienne,Centrale Lyon,2008,0.7610241820768137,0.23897581792318634
1802,34172,Montpellier,Université de Montpellier,2008,0.6583325178588904,0.3416674821411097
1803,35238,Rennes,Université de Rennes 1,2008,0.6851972157772622,0.31480278422273783
1804,62041,Arras,Université d'Artois,2008,0.6506287975130705,0.3493712024869295
1805,69387,Lyon 7e,Université Lumière - Lyon 2,2008,0.5534459077320837,0.4465540922679163
1806,33318,Pessac,Sciences Po Bordeaux,2008,0.730835734870317,0.269164265129683
1807,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2008,0.8680738786279684,0.13192612137203166
1808,60159,Compiègne,Université de technologie de Compiègne,2008,0.7320354995705697,0.26796450042943026
1809,81004,Albi,Institut national universitaire Jean-François Champollion,2008,0.6304347826086957,0.3695652173913043
1810,33522,Talence,Université de Bordeaux,2008,0.6417577751831016,0.35824222481689844
1811,75106,Paris  6e,Université de Paris,2008,0.6046937791351873,0.3953062208648127
1812,68224,Mulhouse,Université de Haute-Alsace,2008,0.5677909612051727,0.43220903879482736
1813,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2008,0.7914438502673797,0.20855614973262032
1814,75105,Paris  5e,Institut de physique du globe,2008,0.6692307692307692,0.33076923076923076
1815,35238,Rennes,École des hautes études en santé publique,2008,0.9047619047619048,0.09523809523809523
1816,59512,Roubaix,École nationale supérieure des arts et industries textiles,2008,0.656,0.344
1817,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2008,0.5777712220665241,0.4222287779334759
1818,38185,Grenoble,Université Grenoble Alpes,2008,0.5664003844074719,0.4335996155925281
1819,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2008,0.8681318681318682,0.13186813186813187
1820,98818,Nouméa,Université de la Nouvelle-Calédonie,2008,0.6134751773049646,0.38652482269503546
1821,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2008,0.7736900780379041,0.22630992196209587
1822,93079,Villetaneuse,Université Sorbonne Paris Nord,2008,0.42073444916312763,0.5792655508368724
1823,29019,Brest,École nationale d'ingénieurs de Brest,2008,0.6233974358974359,0.3766025641025641
1824,59350,Lille,Université de Lille,2008,0.735212981744422,0.2647870182555781
1825,42218,Saint-Étienne,Université Jean Monnet,2008,0.5999402226705522,0.4000597773294478
1826,94028,Créteil,Université Paris-Est Créteil,2008,0.5414727119451673,0.45852728805483267
1827,33063,Bordeaux,Université de Bordeaux,2008,0.721430993557138,0.278569006442862
1828,98738,Punaauia,Université de la Polynésie Française,2008,0.5555179417738659,0.44448205822613407
1829,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2009,0.7903225806451613,0.20967741935483872
1830,6088,Nice,Université Côte d'Azur,2009,0.5970527111279048,0.40294728887209524
1831,42218,Saint-Étienne,Centrale Lyon,2009,0.7889039242219216,0.21109607577807848
1832,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2009,0.5409330186966782,0.45906698130332185
1833,10387,Troyes,Université de technologie de Troyes,2009,0.5999167360532889,0.40008326394671107
1834,83062,La Garde,Université de Toulon,2009,0.5169345869982813,0.48306541300171874
1835,13207,Marseille  7e,Aix-Marseille Université,2009,0.6780216020722349,0.321978397927765
1836,59350,Lille,Sciences Po Lille,2009,0.8829787234042553,0.11702127659574468
1837,75105,Paris  5e,Université Panthéon-Assas,2009,0.6462965399289567,0.3537034600710433
1838,60159,Compiègne,Université de technologie de Compiègne,2009,0.7229983879634605,0.2770016120365395
1839,81004,Albi,Institut national universitaire Jean-François Champollion,2009,0.6206132249722941,0.37938677502770596
1840,31555,Toulouse,Université Toulouse - Jean Jaurès,2009,0.5328164919390362,0.4671835080609638
1841,35238,Rennes,Sciences Po Rennes,2009,0.8524124881740776,0.14758751182592242
1842,76351,Le Havre,Université Le Havre Normandie,2009,0.4768404239872223,0.5231595760127777
1843,75106,Paris  6e,Université de Paris,2009,0.6062471430748133,0.39375285692518663
1844,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2009,0.8136752136752137,0.18632478632478633
1845,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2009,0.37198397523445326,0.6280160247655467
1846,97120,Pointe-à-Pitre,,2009,0.5381277621534752,0.4618722378465247
1847,97411,Saint-Denis,Université de La Réunion,2009,0.6505703748177374,0.3494296251822626
1848,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2009,0.7588571428571429,0.24114285714285713
1849,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2009,0.7446386020651311,0.25536139793486895
1850,63014,Aubière,Clermont Auvergne INP,2009,0.9120370370370371,0.08796296296296297
1851,63113,Clermont-Ferrand,Université Clermont Auvergne,2009,0.5998652997081494,0.4001347002918506
1852,87085,Limoges,Université de Limoges,2009,0.6281374321880651,0.3718625678119349
1853,42218,Saint-Étienne,Université Jean Monnet,2009,0.5857983968220188,0.4142016031779811
1854,75105,Paris  5e,Chimie ParisTech-PSL,2009,0.9337979094076655,0.06620209059233449
1855,34172,Montpellier,Université de Montpellier,2009,0.6449846835690543,0.3550153164309457
1856,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2010,0.5078434854673534,0.49215651453264664
1857,13213,Marseille 13e,Centrale Marseille,2010,0.8039513677811551,0.196048632218845
1858,67482,Strasbourg,Université de Strasbourg,2010,0.6192233974586498,0.3807766025413502
1859,75105,Paris  5e,École normale supérieure PSL,2010,0.8671003717472119,0.13289962825278812
1860,77083,Champs-sur-Marne,Université Gustave Eiffel,2010,0.566039546937992,0.4339604530620081
1861,13207,Marseille  7e,Aix-Marseille Université,2010,0.6862801653687145,0.31371983463128544
1862,33318,Pessac,Sciences Po Bordeaux,2010,0.7461756373937677,0.2538243626062323
1863,75107,Paris  7e,Institut national des langues et civilisations orientales,2010,0.5457138329900174,0.4542861670099826
1864,81004,Albi,Institut national universitaire Jean-François Champollion,2010,0.6218694885361552,0.3781305114638448
1865,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2010,0.8225039619651348,0.1774960380348653
1866,76351,Le Havre,Université Le Havre Normandie,2010,0.4918127807564121,0.5081872192435879
1867,75107,Paris  7e,École pratique des hautes études,2010,0.4298245614035088,0.5701754385964912
1868,59009,Villeneuve-d'Ascq,Université de Lille,2010,0.6114921848645002,0.3885078151354998
1869,75105,Paris  5e,Institut de physique du globe,2010,0.6183206106870229,0.3816793893129771
1870,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2010,0.5859516921213752,0.4140483078786248
1871,95127,Cergy,CY Cergy Paris Université,2010,0.5648668106551475,0.4351331893448524
1872,98818,Nouméa,Université de la Nouvelle-Calédonie,2010,0.5628955696202531,0.43710443037974683
1873,17300,La Rochelle,La Rochelle Université,2010,0.5742251223491027,0.4257748776508972
1874,29019,Brest,École nationale d'ingénieurs de Brest,2010,0.6491754122938531,0.35082458770614694
1875,91272,Gif-sur-Yvette,CentraleSupélec,2010,0.8055555555555556,0.19444444444444445
1876,92050,Nanterre,Université Paris Nanterre,2010,0.5248682019977803,0.4751317980022198
1877,44109,Nantes,Centrale Nantes,2010,0.7305194805194806,0.2694805194805195
1878,86194,Poitiers,Université de Poitiers,2010,0.6253833858913992,0.3746166141086008
1879,59350,Lille,Université de Lille,2010,0.7530889369163642,0.24691106308363578
1880,13001,Aix-en-Provence,Aix-Marseille Université,2010,0.599376539795867,0.4006234602041329
1881,87085,Limoges,Université de Limoges,2010,0.86,0.14
1882,87085,Limoges,Université de Limoges,2010,0.6275495337995338,0.3724504662004662
1883,14118,Caen,Université de Caen Normandie,2010,0.6303157014426093,0.36968429855739077
1884,59009,Villeneuve-d'Ascq,Université de Lille,2010,0.5637993835808349,0.436200616419165
1885,75107,Paris  7e,Sciences Po,2010,0.7916169253216607,0.2083830746783393
1886,75105,Paris  5e,École nationale des Chartes,2010,0.8770491803278688,0.12295081967213115
1887,75106,Paris  6e,École des hautes études en sciences sociales,2010,0.4306433618445519,0.5693566381554481
1888,29019,Brest,Université de Bretagne Occidentale,2011,0.6605616605616605,0.33943833943833945
1889,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2011,0.5134301575730388,0.4865698424269613
1890,67482,Strasbourg,Université de Strasbourg,2011,0.6232905484247374,0.37670945157526253
1891,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2011,0.8713692946058091,0.12863070539419086
1892,77083,Champs-sur-Marne,Paris-Est Sup,2011,0.4185878962536023,0.5814121037463977
1893,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2011,0.6734729191901713,0.3265270808098287
1894,10387,Troyes,Université de technologie de Troyes,2011,0.6044407894736842,0.39555921052631576
1895,62041,Arras,Université d'Artois,2011,0.6106129241009522,0.3893870758990478
1896,75116,Paris 16e,Université Paris Dauphine - PSL,2011,0.7006998764923837,0.2993001235076163
1897,75113,Paris 13e,Institut national des langues et civilisations orientales,2011,0.5763524651580998,0.4236475348419002
1898,59350,Lille,Sciences Po Lille,2011,0.8816568047337278,0.11834319526627218
1899,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2011,0.6244894556972577,0.37551054430274233
1900,35238,Rennes,Sciences Po Rennes,2011,0.8499550763701708,0.1500449236298293
1901,21231,Dijon,Université de Bourgogne,2011,0.6407194795254497,0.35928052047455034
1902,59009,Villeneuve-d'Ascq,Université de Lille,2011,0.6168531928900592,0.38314680710994076
1903,75105,Paris  5e,Institut de physique du globe,2011,0.5681818181818182,0.4318181818181818
1904,75105,Paris  5e,Muséum national d'histoire naturelle,2011,0.6415584415584416,0.35844155844155845
1905,95127,Cergy,CY Cergy Paris Université,2011,0.5692206750747248,0.4307793249252752
1906,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2011,0.6286791098348887,0.3713208901651113
1907,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2011,0.712838971418113,0.28716102858188697
1908,59350,Lille,Université de Lille,2011,0.7605403682155096,0.2394596317844903
1909,31555,Toulouse,Toulouse INP,2011,0.7468389997190222,0.2531610002809778
1910,63113,Clermont-Ferrand,Université Clermont Auvergne,2011,0.5991067630795406,0.40089323692045936
1911,87085,Limoges,Université de Limoges,2011,0.6332649171675707,0.3667350828324293
1912,42218,Saint-Étienne,Université Jean Monnet,2011,0.5935528206409696,0.4064471793590304
1913,92019,Châtenay-Malabry,CentraleSupélec,2011,0.8031869078380707,0.19681309216192938
1914,13207,Marseille  7e,Aix-Marseille Université,2011,0.6206834028384459,0.3793165971615541
1915,73065,Chambéry,Université Savoie Mont Blanc,2011,0.6313840976020193,0.36861590239798064
1916,35238,Rennes,Institut national des sciences appliquées de Rennes,2012,0.7568649885583524,0.2431350114416476
1917,31555,Toulouse,Université Toulouse Capitole,2012,0.6257522307532684,0.3742477692467317
1918,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2012,0.7471571906354515,0.2528428093645485
1919,75113,Paris 13e,Université de Paris,2012,0.64561023375974,0.35438976624026003
1920,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2012,0.5983170947741364,0.4016829052258636
1921,80021,Amiens,Université de Picardie Jules-Verne,2012,0.5932482860366224,0.4067517139633776
1922,34172,Montpellier,Université de Montpellier,2012,0.6593641352155154,0.34063586478448454
1923,35238,Rennes,Université de Rennes 1,2012,0.7167137649997952,0.2832862350002048
1924,83062,La Garde,Université de Toulon,2012,0.552787801187289,0.44721219881271096
1925,69387,Lyon 7e,Université Lumière - Lyon 2,2012,0.5732753817006575,0.4267246182993425
1926,33318,Pessac,Sciences Po Bordeaux,2012,0.7688760806916427,0.23112391930835735
1927,59350,Lille,Sciences Po Lille,2012,0.8818011257035647,0.11819887429643527
1928,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2012,0.6367589563552222,0.3632410436447778
1929,49007,Angers,Université d'Angers,2012,0.6675714432039332,0.3324285567960668
1930,64445,Pau,Université de Pau et des Pays de l'Adour,2012,0.609,0.391
1931,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2012,0.8315789473684211,0.16842105263157894
1932,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2012,0.6196769456681351,0.3803230543318649
1933,33522,Talence,Bordeaux INP,2012,0.8187613843351548,0.18123861566484517
1934,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2012,0.780862374483166,0.21913762551683402
1935,38185,Grenoble,Université Grenoble Alpes,2012,0.6063938618925832,0.3936061381074169
1936,95127,Cergy,CY Cergy Paris Université,2012,0.5744134635955216,0.42558653640447835
1937,97120,Pointe-à-Pitre,,2012,0.5466498700889694,0.45335012991103063
1938,29019,Brest,École nationale d'ingénieurs de Brest,2012,0.7096774193548387,0.2903225806451613
1939,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2012,0.4905018429259994,0.5094981570740006
1940,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2012,0.7100591715976331,0.28994082840236685
1941,35238,Rennes,École nationale supérieure de chimie de Rennes,2012,0.8443496801705757,0.15565031982942432
1942,87085,Limoges,Université de Limoges,2012,0.63712899543379,0.36287100456621
1943,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2012,0.7404202719406675,0.2595797280593325
1944,75114,Paris 14e,Observatoire de Paris,2012,0.5631067961165048,0.4368932038834951
1945,84007,Avignon,Avignon Université,2012,0.5471502590673575,0.45284974093264246
1946,98738,Punaauia,Université de la Polynésie Française,2012,0.5228653661656539,0.477134633834346
1947,67482,Strasbourg,Université de Strasbourg,2013,0.6370827188631184,0.3629172811368816
1948,56121,Lorient,Université Bretagne Sud,2013,0.6291452592246614,0.37085474077533864
1949,94016,Cachan,École normale supérieure Paris-Saclay,2013,0.8205470313542361,0.17945296864576385
1950,25056,Besançon,Université de Franche-Comté,2013,0.6526373462170643,0.3473626537829357
1951,42218,Saint-Étienne,Centrale Lyon,2013,0.8077373974208675,0.19226260257913247
1952,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2013,0.7659217877094973,0.2340782122905028
1953,62041,Arras,Université d'Artois,2013,0.601679445052939,0.398320554947061
1954,83062,La Garde,Université de Toulon,2013,0.5671097517939065,0.4328902482060934
1955,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2013,0.8306092124814265,0.16939078751857356
1956,33318,Pessac,Université Bordeaux Montaigne,2013,0.6310495216657288,0.36895047833427125
1957,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2013,0.6377234585917548,0.36227654140824517
1958,33522,Talence,Bordeaux INP,2013,0.8288288288288288,0.17117117117117117
1959,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2013,0.5553893708246086,0.44461062917539135
1960,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2013,0.7966781214203894,0.20332187857961054
1961,97411,Saint-Denis,Université de La Réunion,2013,0.6576815207229667,0.34231847927703335
1962,93079,Villetaneuse,Université Sorbonne Paris Nord,2013,0.46316396119489,0.53683603880511
1963,31555,Toulouse,Sciences Po Toulouse,2013,0.8178872326636423,0.18211276733635776
1964,91272,Gif-sur-Yvette,CentraleSupélec,2013,0.7961119013750593,0.20388809862494073
1965,69081,Écully,Centrale Lyon,2013,0.7954684629516228,0.20453153704837723
1966,86194,Poitiers,Université de Poitiers,2013,0.6449721865639709,0.35502781343602907
1967,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2013,0.8104575163398693,0.1895424836601307
1968,35238,Rennes,École nationale supérieure de chimie de Rennes,2013,0.8340336134453782,0.16596638655462184
1969,31555,Toulouse,Université Toulouse III - Paul Sabatier,2013,0.7153386177165901,0.2846613822834098
1970,66136,Perpignan,Université de Perpignan Via Domitia,2013,0.49710514126910604,0.5028948587308939
1971,87085,Limoges,Université de Limoges,2013,0.6597832052689352,0.34021679473106475
1972,35238,Rennes,Université Rennes 2,2013,0.5890364482357503,0.4109635517642497
1973,34172,Montpellier,Université de Montpellier,2013,0.6580321152448292,0.3419678847551708
1974,75105,Paris  5e,École nationale des Chartes,2013,0.888,0.112
1975,38185,Grenoble,Institut polytechnique de Grenoble,2014,0.7938642571968901,0.2061357428031099
1976,35238,Rennes,Institut national des sciences appliquées de Rennes,2014,0.7732073374096721,0.22679266259032796
1977,75105,Paris  5e,Sorbonne Université,2014,0.6756512363927243,0.32434876360727577
1978,6088,Nice,Université Côte d'Azur,2014,0.6229496324727523,0.3770503675272477
1979,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2014,0.696136325291041,0.303863674708959
1980,62041,Arras,Université d'Artois,2014,0.6147621866982436,0.38523781330175644
1981,75113,Paris 13e,Institut national des langues et civilisations orientales,2014,0.589157136806438,0.41084286319356206
1982,75105,Paris  5e,Université Panthéon-Assas,2014,0.6942667471333736,0.30573325286662645
1983,35238,Rennes,Sciences Po Rennes,2014,0.8528209321340965,0.1471790678659035
1984,76351,Le Havre,Université Le Havre Normandie,2014,0.5458333333333333,0.45416666666666666
1985,38185,Grenoble,Université Grenoble Alpes,2014,0.7378603318084109,0.26213966819158907
1986,75106,Paris  6e,Université de Paris,2014,0.6578221184461898,0.34217788155381024
1987,35238,Rennes,École des hautes études en santé publique,2014,0.49698795180722893,0.5030120481927711
1988,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2014,0.7125220458553791,0.2874779541446208
1989,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2014,0.6204632500455954,0.3795367499544045
1990,98818,Nouméa,Université de la Nouvelle-Calédonie,2014,0.6089698668535389,0.3910301331464611
1991,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2014,0.8449048152295633,0.15509518477043674
1992,17300,La Rochelle,La Rochelle Université,2014,0.6396640476835546,0.3603359523164454
1993,37261,Tours,Université de Tours,2014,0.7024955284899072,0.29750447151009285
1994,31555,Toulouse,Toulouse INP,2014,0.7872981111415275,0.2127018888584725
1995,66136,Perpignan,Université de Perpignan Via Domitia,2014,0.5053044280442804,0.49469557195571956
1996,87085,Limoges,Université de Limoges,2014,0.6752839011356045,0.32471609886439545
1997,35238,Rennes,,2014,0.7264150943396226,0.27358490566037735
1998,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2014,0.7514934289127837,0.24850657108721624
1999,59183,Dunkerque,Université du Littoral Côte d'Opale,2014,0.6116454648877857,0.3883545351122143
2000,73065,Chambéry,Université Savoie Mont Blanc,2014,0.6627143086043903,0.33728569139560965
