,etablissement_code_commune,etablissement_commune,Dernier établissement,rentree,AgeBacAvanceOuATemps,AgeBacRetard
562,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2008,0.7772364924712135,0.22276350752878654
563,35238,Rennes,École nationale supérieure de chimie de Rennes,2008,0.8658227848101265,0.1341772151898734
564,75105,Paris  5e,Sorbonne Université,2008,0.6199662067023374,0.3800337932976626
565,31555,Toulouse,Toulouse INP,2008,0.7451283637488401,0.25487163625115994
566,33522,Talence,Bordeaux INP,2008,0.883289124668435,0.11671087533156499
567,75105,Paris  5e,École nationale des Chartes,2008,0.9238095238095239,0.0761904761904762
568,92019,Châtenay-Malabry,CentraleSupélec,2008,0.743225806451613,0.2567741935483871
569,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2009,0.5079456990285016,0.49205430097149844
570,35238,Rennes,Institut national des sciences appliquées de Rennes,2009,0.8529810298102981,0.1470189701897019
571,75105,Paris  5e,Sorbonne Université,2009,0.6191060538450097,0.38089394615499034
572,63113,Clermont-Ferrand,Université Clermont Auvergne,2009,0.604807819310527,0.395192180689473
573,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2009,0.8135964912280702,0.18640350877192982
574,57463,Metz,Université de Lorraine,2009,0.5147245209871021,0.4852754790128979
575,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2009,0.8062937062937063,0.19370629370629372
576,94016,Cachan,École normale supérieure Paris-Saclay,2009,0.8306585500830105,0.1693414499169895
577,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2009,0.583283854761361,0.416716145238639
578,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2009,0.8111111111111111,0.18888888888888888
579,75105,Paris  5e,École normale supérieure PSL,2009,0.859392575928009,0.140607424071991
580,80021,Amiens,Université de Picardie Jules-Verne,2009,0.5925504303082738,0.40744956969172624
581,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2009,0.5272958104104951,0.4727041895895049
582,77083,Champs-sur-Marne,Université Gustave Eiffel,2009,0.5639049454078355,0.4360950545921644
583,62041,Arras,Université d'Artois,2009,0.6367441189204791,0.36325588107952084
584,33318,Pessac,Sciences Po Bordeaux,2009,0.7437879624516841,0.25621203754831584
585,14118,Caen,École nationale supérieure d'ingénieurs de Caen,2009,0.7228739002932552,0.27712609970674484
586,54395,Nancy,Université de Lorraine,2009,0.6148915187376726,0.38510848126232744
587,64445,Pau,Université de Pau et des Pays de l'Adour,2009,0.6001645789521807,0.39983542104781933
588,59009,Villeneuve-d'Ascq,Université de Lille,2009,0.6028093572365545,0.39719064276344557
589,91477,Palaiseau,Institut d'optique Graduate School,2009,0.9337979094076655,0.06620209059233449
590,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2009,0.45026575550493547,0.5497342444950646
591,33522,Talence,Bordeaux INP,2009,0.7786472889882616,0.2213527110117384
592,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2009,0.5554803788903924,0.4445196211096076
593,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2009,0.75708257986739,0.24291742013261
594,69081,Écully,Centrale Lyon,2009,0.7902298850574713,0.20977011494252873
595,92050,Nanterre,Université Paris Nanterre,2009,0.5128854199627325,0.48711458003726754
596,44109,Nantes,Centrale Nantes,2009,0.7424152290303391,0.2575847709696609
597,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2009,0.49558459908159663,0.5044154009184034
598,86194,Poitiers,Université de Poitiers,2009,0.6222222222222222,0.37777777777777777
599,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2009,0.7361111111111112,0.2638888888888889
600,59009,Villeneuve-d'Ascq,Université de Lille,2009,0.5560750203859745,0.44392497961402555
601,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2009,0.7455882352941177,0.25441176470588234
602,91471,Orsay,Université Paris-Saclay,2009,0.6163306754927035,0.3836693245072965
603,94028,Créteil,Université Paris-Est Créteil,2009,0.5423818605636788,0.45761813943632124
604,84007,Avignon,Avignon Université,2009,0.5608838740009403,0.4391161259990597
605,92019,Châtenay-Malabry,CentraleSupélec,2009,0.7616875712656784,0.23831242873432154
606,33063,Bordeaux,Université de Bordeaux,2009,0.732573089608139,0.2674269103918609
607,75106,Paris  6e,École des hautes études en sciences sociales,2009,0.4154191616766467,0.5845808383233533
608,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2010,0.8131868131868132,0.18681318681318682
609,51454,Reims,Université de Reims Champagne-Ardenne,2010,0.6149195467961535,0.38508045320384654
610,56121,Lorient,Université Bretagne Sud,2010,0.5954398949504596,0.40456010504954043
611,94016,Cachan,École normale supérieure Paris-Saclay,2010,0.8044297832233742,0.19557021677662584
612,44109,Nantes,Université de Nantes,2010,0.6547867355884042,0.3452132644115958
613,35238,Rennes,Université de Rennes 1,2010,0.6934812760055479,0.3065187239944521
614,62041,Arras,Université d'Artois,2010,0.6148719747457032,0.38512802525429674
615,75116,Paris 16e,Université Paris Dauphine - PSL,2010,0.6889405794036795,0.3110594205963206
616,83062,La Garde,Université de Toulon,2010,0.5469625398220367,0.4530374601779633
617,59350,Lille,Sciences Po Lille,2010,0.8888888888888888,0.1111111111111111
618,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2010,0.6112484807845439,0.3887515192154562
619,13001,Aix-en-Provence,Sciences Po Aix,2010,0.779651795429815,0.22034820457018497
620,75105,Paris  5e,Université Panthéon-Assas,2010,0.6576750160565189,0.34232498394348104
621,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2010,0.8217592592592593,0.17824074074074073
622,49007,Angers,Université d'Angers,2010,0.6645130540697982,0.3354869459302018
623,54395,Nancy,Université de Lorraine,2010,0.6201047494345912,0.3798952505654089
624,65440,Tarbes,École nationale d'ingénieurs de Tarbes,2010,0.7448896156991006,0.25511038430089944
625,64445,Pau,Université de Pau et des Pays de l'Adour,2010,0.6124052004333694,0.38759479956663057
626,33318,Pessac,Université Bordeaux Montaigne,2010,0.5929773803261441,0.4070226196738559
627,75106,Paris  6e,Université de Paris,2010,0.6148864389421049,0.38511356105789507
628,68224,Mulhouse,Université de Haute-Alsace,2010,0.5695230904743929,0.43047690952560713
629,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2010,0.393811597524639,0.606188402475361
630,75105,Paris  5e,Muséum national d'histoire naturelle,2010,0.6091644204851752,0.3908355795148248
631,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2010,0.851581508515815,0.14841849148418493
632,97120,Pointe-à-Pitre,,2010,0.5606724563779778,0.43932754362202214
633,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2010,0.7106627347508925,0.2893372652491076
634,63014,Aubière,Clermont Auvergne INP,2010,0.9080996884735203,0.09190031152647975
635,69387,Lyon 7e,École normale supérieure de Lyon,2010,0.8030104712041884,0.19698952879581152
636,31555,Toulouse,Université Toulouse III - Paul Sabatier,2010,0.6952717728117823,0.30472822718821774
637,92019,Châtenay-Malabry,CentraleSupélec,2010,0.7814413565708902,0.21855864342910974
638,75105,Paris  5e,IAE Paris - Sorbonne Business School,2010,0.5277525022747953,0.47224749772520475
639,98738,Punaauia,Université de la Polynésie Française,2010,0.5285668688158315,0.4714331311841685
640,38185,Grenoble,Institut polytechnique de Grenoble,2011,0.8012477718360071,0.19875222816399288
641,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2011,0.7774687065368567,0.22253129346314326
642,51454,Reims,Université de Reims Champagne-Ardenne,2011,0.6245792864698528,0.3754207135301471
643,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2011,0.6039390088945362,0.3960609911054638
644,25056,Besançon,Université de Franche-Comté,2011,0.635101204201896,0.364898795798104
645,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2011,0.7859327217125383,0.21406727828746178
646,75105,Paris  5e,École normale supérieure PSL,2011,0.8343612334801762,0.1656387665198238
647,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2011,0.5189540991093857,0.4810459008906143
648,30189,Nîmes,Université de Nîmes,2011,0.5735883986423943,0.4264116013576057
649,33522,Talence,Université de Bordeaux,2011,0.6460883448642896,0.3539116551357105
650,76351,Le Havre,Université Le Havre Normandie,2011,0.49949001894215356,0.5005099810578464
651,33318,Pessac,Université Bordeaux Montaigne,2011,0.5987458654906285,0.40125413450937153
652,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2011,0.7578448786264061,0.24215512137359385
653,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2011,0.8544910179640719,0.14550898203592813
654,91272,Gif-sur-Yvette,CentraleSupélec,2011,0.8030075187969925,0.19699248120300752
655,92050,Nanterre,Université Paris Nanterre,2011,0.5327124034529759,0.46728759654702406
656,44109,Nantes,Centrale Nantes,2011,0.7101147028154328,0.28988529718456724
657,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2011,0.4909646927995552,0.5090353072004448
658,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2011,0.7638536762042738,0.2361463237957262
659,35238,Rennes,École nationale supérieure de chimie de Rennes,2011,0.8336842105263158,0.16631578947368422
660,31555,Toulouse,Université Toulouse III - Paul Sabatier,2011,0.696452464470401,0.30354753552959896
661,75107,Paris  7e,Sciences Po,2011,0.7850387972841901,0.2149612027158099
662,75105,Paris  5e,Chimie ParisTech-PSL,2011,0.8785046728971962,0.12149532710280374
663,84007,Avignon,Avignon Université,2011,0.5547789089803982,0.4452210910196019
664,75113,Paris 13e,École des hautes études en sciences sociales,2011,0.4328576655689718,0.5671423344310281
665,59183,Dunkerque,Université du Littoral Côte d'Opale,2011,0.5804829965500247,0.41951700344997533
666,75105,Paris  5e,Sorbonne Université,2012,0.6453055662322233,0.35469443376777665
667,6088,Nice,Université Côte d'Azur,2012,0.6075382709141053,0.3924617290858947
668,42218,Saint-Étienne,Centrale Lyon,2012,0.7935174069627852,0.2064825930372149
669,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2012,0.5242611124040027,0.4757388875959972
670,13001,Aix-en-Provence,Sciences Po Aix,2012,0.8390941597139452,0.16090584028605484
671,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2012,0.8090909090909091,0.19090909090909092
672,45234,Orléans,Université d'Orléans,2012,0.5989046623910067,0.4010953376089933
673,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2012,0.8245083207261724,0.17549167927382753
674,59009,Villeneuve-d'Ascq,Université de Lille,2012,0.6044449370947181,0.3955550629052818
675,91477,Palaiseau,Institut d'optique Graduate School,2012,0.8793565683646113,0.12064343163538874
676,35238,Rennes,École des hautes études en santé publique,2012,0.4148936170212766,0.5851063829787234
677,63014,Aubière,Clermont Auvergne INP,2012,0.9050632911392406,0.0949367088607595
678,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2012,0.5961526411429288,0.40384735885707124
679,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2012,0.6962305986696231,0.30376940133037694
680,17300,La Rochelle,La Rochelle Université,2012,0.5905501089324618,0.40944989106753815
681,75105,Paris  5e,Sorbonne Université,2012,0.616440484823371,0.383559515176629
682,31555,Toulouse,Université Toulouse III - Paul Sabatier,2012,0.6978201922738317,0.30217980772616826
683,63113,Clermont-Ferrand,Université Clermont Auvergne,2012,0.5981990924560409,0.40180090754395914
684,87085,Limoges,Université de Limoges,2012,0.8592964824120602,0.1407035175879397
685,54395,Nancy,Université de Lorraine,2012,0.6394438602640495,0.36055613973595046
686,35238,Rennes,Université Rennes 2,2012,0.5780341217526173,0.4219658782473827
687,91471,Orsay,Université Paris-Saclay,2012,0.6523881728582259,0.3476118271417741
688,94028,Créteil,Université Paris-Est Créteil,2012,0.5643310682856189,0.4356689317143812
689,92019,Châtenay-Malabry,CentraleSupélec,2012,0.7225688073394495,0.27743119266055044
690,75113,Paris 13e,École des hautes études en sciences sociales,2012,0.4406055900621118,0.5593944099378882
691,73065,Chambéry,Université Savoie Mont Blanc,2012,0.6337768515549855,0.3662231484450144
692,38185,Grenoble,Institut polytechnique de Grenoble,2013,0.7921551907908762,0.20784480920912385
693,75105,Paris  5e,Sorbonne Université,2013,0.6525845962217147,0.3474154037782852
694,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2013,0.6052091554853986,0.39479084451460145
695,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2013,0.5319867314299254,0.46801326857007464
696,35238,Rennes,Université de Rennes 1,2013,0.7242590022046216,0.2757409977953785
697,72181,Le Mans,Le Mans Université,2013,0.5563833044188182,0.4436166955811818
698,69387,Lyon 7e,Université Lumière - Lyon 2,2013,0.5757869972739833,0.42421300272601664
699,59350,Lille,Sciences Po Lille,2013,0.8755312689738919,0.12446873102610807
700,21231,Dijon,Université de Bourgogne,2013,0.6633633406460397,0.3366366593539602
701,75114,Paris 14e,École pratique des hautes études,2013,0.42288961038961037,0.5771103896103896
702,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2013,0.502619589977221,0.49738041002277905
703,75105,Paris  5e,Institut de physique du globe,2013,0.6265060240963856,0.37349397590361444
704,75105,Paris  5e,Muséum national d'histoire naturelle,2013,0.574468085106383,0.425531914893617
705,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2013,0.7195121951219512,0.2804878048780488
706,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2013,0.8513513513513513,0.14864864864864866
707,44109,Nantes,Centrale Nantes,2013,0.6817090734517522,0.3182909265482477
708,35047,Bruz,École normale supérieure de Rennes,2013,0.8886138613861386,0.11138613861386139
709,97607,Dembeni,Centre Universitaire de Mayotte,2013,0.2851182197496523,0.7148817802503477
710,35238,Rennes,,2013,0.7138869504535938,0.28611304954640615
711,59009,Villeneuve-d'Ascq,Université de Lille,2013,0.5887585061351337,0.4112414938648663
712,91471,Orsay,Université Paris-Saclay,2013,0.6629427493498407,0.33705725065015935
713,75107,Paris  7e,Sciences Po,2013,0.7690634302724982,0.2309365697275017
714,75105,Paris  5e,Chimie ParisTech-PSL,2013,0.8643533123028391,0.13564668769716087
715,73065,Chambéry,Université Savoie Mont Blanc,2013,0.6489625891212049,0.35103741087879514
716,29019,Brest,Université de Bretagne Occidentale,2014,0.6982235214751518,0.30177647852484824
717,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2014,0.5269560409178877,0.4730439590821123
718,34172,Montpellier,Université de Montpellier,2014,0.6738831615120275,0.3261168384879725
719,67482,Strasbourg,Université de Strasbourg,2014,0.6458423559982677,0.35415764400173233
720,31555,Toulouse,Université Toulouse Capitole,2014,0.6540479951087788,0.3459520048912213
721,77083,Champs-sur-Marne,Paris-Est Sup,2014,0.4549387166546503,0.5450612833453496
722,77083,Champs-sur-Marne,Université Gustave Eiffel,2014,0.6289130857476182,0.3710869142523819
723,83062,La Garde,Université de Toulon,2014,0.5781158572264482,0.4218841427735518
724,59350,Lille,Université de Lille,2014,0.7541478129713424,0.2458521870286576
725,64445,Pau,Université de Pau et des Pays de l'Adour,2014,0.6416099179325999,0.35839008206740003
726,75114,Paris 14e,École pratique des hautes études,2014,0.43924466338259444,0.5607553366174056
727,33522,Talence,Bordeaux INP,2014,0.8355124420075918,0.16448755799240827
728,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2014,0.5728776836714595,0.4271223163285405
729,63014,Aubière,Clermont Auvergne INP,2014,0.898876404494382,0.10112359550561797
730,38185,Grenoble,Université Grenoble Alpes,2014,0.6340094950366854,0.36599050496331464
731,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2014,0.4962600690448792,0.5037399309551208
732,97302,Cayenne,Université de Guyane,2014,0.4274960380348653,0.5725039619651348
733,59350,Lille,Université de Lille,2014,0.7787760957378534,0.22122390426214655
734,35238,Rennes,École nationale supérieure de chimie de Rennes,2014,0.820040899795501,0.17995910020449898
735,69387,Lyon 7e,École normale supérieure de Lyon,2014,0.8567949342425718,0.14320506575742814
736,87085,Limoges,Université de Limoges,2014,0.8652849740932642,0.13471502590673576
737,42218,Saint-Étienne,Université Jean Monnet,2014,0.6150201789787682,0.3849798210212318
738,91471,Orsay,Université Paris-Saclay,2014,0.6799970621717895,0.3200029378282105
739,75105,Paris  5e,École nationale des Chartes,2014,0.8157894736842105,0.18421052631578946
740,13213,Marseille 13e,Centrale Marseille,2015,0.7429718875502008,0.2570281124497992
741,75105,Paris  5e,Sorbonne Université,2015,0.690796741231704,0.3092032587682961
742,34172,Montpellier,Université de Montpellier,2015,0.6887979861548144,0.31120201384518564
743,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2015,0.761761158021713,0.2382388419782871
744,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2015,0.7888446215139442,0.21115537848605578
745,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2015,0.86,0.14
746,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2015,0.6127300184574082,0.38726998154259185
747,94016,Cachan,École normale supérieure Paris-Saclay,2015,0.8577777777777778,0.14222222222222222
748,42218,Saint-Étienne,Centrale Lyon,2015,0.8391906283280085,0.16080937167199147
749,34172,Montpellier,Université de Montpellier,2015,0.6869935273431528,0.3130064726568473
750,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2015,0.5647073351444801,0.4352926648555199
751,10387,Troyes,Université de technologie de Troyes,2015,0.6493791088385683,0.3506208911614317
752,60159,Compiègne,Université de technologie de Compiègne,2015,0.7634517766497462,0.2365482233502538
753,31555,Toulouse,Université Toulouse - Jean Jaurès,2015,0.5880538209931608,0.4119461790068391
754,64445,Pau,Université de Pau et des Pays de l'Adour,2015,0.6596863226145624,0.34031367738543766
755,90094,Sevenans,Université de technologie de Belfort-Montbéliard,2015,0.6816127911018421,0.3183872088981578
756,75105,Paris  5e,Institut de physique du globe,2015,0.6153846153846154,0.38461538461538464
757,59512,Roubaix,École nationale supérieure des arts et industries textiles,2015,0.8269230769230769,0.17307692307692307
758,95127,Cergy,CY Cergy Paris Université,2015,0.6316980299100491,0.36830197008995086
759,35238,Rennes,,2015,0.7132329381608459,0.2867670618391541
760,63178,Issoire,Clermont Auvergne INP,2015,0.8877118644067796,0.11228813559322035
761,93079,Villetaneuse,Université Sorbonne Paris Nord,2015,0.5207166853303471,0.47928331466965285
762,69081,Écully,Centrale Lyon,2015,0.7756482525366404,0.22435174746335965
763,35238,Rennes,École nationale supérieure de chimie de Rennes,2015,0.8087318087318087,0.19126819126819128
764,31555,Toulouse,Université Toulouse III - Paul Sabatier,2015,0.745923639535664,0.254076360464336
765,35238,Rennes,Université Rennes 2,2015,0.6107806185005222,0.38921938149947777
766,75105,Paris  5e,Chimie ParisTech-PSL,2015,0.834375,0.165625
767,94028,Créteil,Université Paris-Est Créteil,2015,0.6249707504596357,0.3750292495403644
768,84007,Avignon,Avignon Université,2015,0.6006551518761167,0.39934484812388327
769,75105,Paris  5e,École nationale des Chartes,2015,0.821917808219178,0.1780821917808219
770,75113,Paris 13e,École des hautes études en sciences sociales,2015,0.45834797891036905,0.541652021089631
771,73065,Chambéry,Université Savoie Mont Blanc,2015,0.6761407880392463,0.3238592119607538
772,29019,Brest,Université de Bretagne Occidentale,2016,0.7250756863973274,0.2749243136026725
773,38185,Grenoble,Institut polytechnique de Grenoble,2016,0.791444904395821,0.20855509560417898
774,67482,Strasbourg,Université de Strasbourg,2016,0.6602687140115163,0.3397312859884837
775,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2016,0.7738317757009345,0.2261682242990654
776,6088,Nice,Université Côte d'Azur,2016,0.6490510642759778,0.35094893572402225
777,34172,Montpellier,Université de Montpellier,2016,0.7002894393073948,0.2997105606926052
778,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2016,0.6983436102043283,0.3016563897956716
779,21231,Dijon,Université de Bourgogne,2016,0.7188311919422002,0.28116880805779976
780,76351,Le Havre,Université Le Havre Normandie,2016,0.5798420559496721,0.4201579440503279
781,59009,Villeneuve-d'Ascq,Université de Lille,2016,0.6722753766633675,0.32772462333663255
782,6088,Nice,Université Côte d'Azur,2016,0.43148936170212765,0.5685106382978723
783,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2016,0.6108559990580478,0.3891440009419522
784,75105,Paris  5e,Institut de physique du globe,2016,0.4358974358974359,0.5641025641025641
785,76575,Saint-Étienne-du-Rouvray,Institut national des sciences appliquées de Rouen Normandie,2016,0.8012854847348688,0.19871451526513123
786,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2016,0.7547202580325022,0.24527974196749783
787,92050,Nanterre,Université Paris Nanterre,2016,0.6112345721221238,0.38876542787787616
788,69387,Lyon 7e,Sciences Po Lyon,2016,0.8308295231874592,0.16917047681254083
789,97302,Cayenne,Université de Guyane,2016,0.42459115687462146,0.5754088431253785
790,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2016,0.7734238941135493,0.22657610588645072
791,35238,Rennes,École nationale supérieure de chimie de Rennes,2016,0.8121085594989561,0.18789144050104384
792,31555,Toulouse,Université Toulouse III - Paul Sabatier,2016,0.7581935396766463,0.2418064603233537
793,91272,Gif-sur-Yvette,CentraleSupélec,2016,0.7528654735572089,0.24713452644279107
794,87085,Limoges,Université de Limoges,2016,0.7087538881482892,0.2912461118517108
795,95127,Cergy,École nationale supérieure de l'électronique et de ses applications de Cergy,2016,0.7927107061503417,0.2072892938496583
796,91471,Orsay,Université Paris-Saclay,2016,0.7414657666345227,0.2585342333654773
797,75107,Paris  7e,Sciences Po,2016,0.7141083988415391,0.2858916011584609
798,75105,Paris  5e,École nationale des Chartes,2016,0.8366013071895425,0.16339869281045752
799,75105,Paris  5e,IAE Paris - Sorbonne Business School,2016,0.47691292875989444,0.5230870712401056
800,13207,Marseille  7e,Aix-Marseille Université,2016,0.6722285203340306,0.3277714796659694
801,59183,Dunkerque,Université du Littoral Côte d'Opale,2016,0.6323371829979759,0.3676628170020241
802,38185,Grenoble,Institut polytechnique de Grenoble,2017,0.7713283989092325,0.22867160109076742
803,31555,Toulouse,Université Toulouse Capitole,2017,0.7289447706136021,0.27105522938639787
804,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2017,0.7652068126520681,0.23479318734793186
805,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2017,0.7644649257552484,0.23553507424475167
806,75104,Paris  4e,Université Paris Lumières,2017,0.8214285714285714,0.17857142857142858
807,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2017,0.5799987070916025,0.42000129290839744
808,33318,Pessac,Sciences Po Bordeaux,2017,0.7277805992889792,0.2722194007110208
809,75113,Paris 13e,Institut national des langues et civilisations orientales,2017,0.5696917808219178,0.4303082191780822
810,76451,Mont-Saint-Aignan,Université de Rouen Normandie,2017,0.7246386645857366,0.27536133541426344
811,30189,Nîmes,Université de Nîmes,2017,0.6390112579539893,0.3609887420460108
812,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2017,0.8002793296089385,0.19972067039106145
813,21231,Dijon,Université de Bourgogne,2017,0.7425271492390949,0.2574728507609051
814,64445,Pau,Université de Pau et des Pays de l'Adour,2017,0.6870586233302136,0.31294137666978644
815,68224,Mulhouse,Université de Haute-Alsace,2017,0.6336390784982935,0.36636092150170646
816,6088,Nice,Université Côte d'Azur,2017,0.43717728055077454,0.5628227194492255
817,59512,Roubaix,École nationale supérieure des arts et industries textiles,2017,0.8314285714285714,0.16857142857142857
818,75105,Paris  5e,Muséum national d'histoire naturelle,2017,0.6297169811320755,0.37028301886792453
819,67482,Strasbourg,Institut national des sciences appliquées de Strasbourg,2017,0.8129032258064516,0.1870967741935484
820,75106,Paris  6e,Sorbonne Université,2017,0.6848702232908299,0.3151297767091701
821,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2017,0.7935943060498221,0.20640569395017794
822,93079,Villetaneuse,Université Sorbonne Paris Nord,2017,0.5543622838563476,0.4456377161436524
823,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2017,0.7592931585755779,0.24070684142442214
824,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2017,0.5026910656620022,0.49730893433799783
825,86194,Poitiers,Université de Poitiers,2017,0.7131324404761905,0.28686755952380955
826,87085,Limoges,Université de Limoges,2017,0.721133573111745,0.27886642688825497
827,73065,Chambéry,Université Savoie Mont Blanc,2017,0.7052894816611094,0.29471051833889056
828,67482,Strasbourg,Université de Strasbourg,2018,0.6754345973161014,0.3245654026838986
829,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2018,0.8401826484018264,0.1598173515981735
830,77083,Champs-sur-Marne,Paris-Est Sup,2018,0.4134119380987472,0.5865880619012528
831,25056,Besançon,Université de Franche-Comté,2018,0.743184065545981,0.2568159344540189
832,44109,Nantes,Université de Nantes,2018,0.7682320230594597,0.23176797694054027
833,83062,La Garde,Université de Toulon,2018,0.6520826775784283,0.3479173224215717
834,33318,Pessac,Sciences Po Bordeaux,2018,0.7427184466019418,0.25728155339805825
835,59350,Lille,Sciences Po Lille,2018,0.8929961089494164,0.10700389105058365
836,75105,Paris  5e,Université Panthéon-Assas,2018,0.7424529929273762,0.2575470070726238
837,60159,Compiègne,Université de technologie de Compiègne,2018,0.7464460498718247,0.2535539501281753
838,30189,Nîmes,Université de Nîmes,2018,0.6634103019538188,0.33658969804618116
839,35238,Rennes,Sciences Po Rennes,2018,0.8537519142419602,0.14624808575803983
840,2B096,Corte,Université de Corse Pasquale Paoli,2018,0.7620186558239656,0.23798134417603445
841,6088,Nice,Université Côte d'Azur,2018,0.5336995563067821,0.4663004436932178
842,75106,Paris  6e,Sorbonne Université,2018,0.6956626699927577,0.3043373300072423
843,37261,Tours,Université de Tours,2018,0.7670030192277133,0.23299698077228667
844,91538,Saint-Aubin,Université Paris-Saclay,2018,0.5582771658721026,0.4417228341278974
845,92050,Nanterre,Université Paris Nanterre,2018,0.6445018796992481,0.3554981203007519
846,97302,Cayenne,Université de Guyane,2018,0.4384893085254096,0.5615106914745904
847,87085,Limoges,Université de Limoges,2018,0.7392226148409894,0.2607773851590106
848,13207,Marseille  7e,Aix-Marseille Université,2018,0.7084763132152229,0.2915236867847771
849,97120,Pointe-à-Pitre,Université des Antilles,2018,0.7449065815416392,0.2550934184583607
850,73065,Chambéry,Université Savoie Mont Blanc,2018,0.7303404639951793,0.26965953600482073
851,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2019,0.7674976030680729,0.23250239693192715
852,51454,Reims,Université de Reims Champagne-Ardenne,2019,0.7218950749464668,0.2781049250535332
853,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2019,0.8333333333333334,0.16666666666666666
854,77083,Champs-sur-Marne,Paris-Est Sup,2019,0.4347507331378299,0.5652492668621701
855,44109,Nantes,Université de Nantes,2019,0.7872572875800765,0.2127427124199235
856,10387,Troyes,Université de technologie de Troyes,2019,0.6748206131767776,0.32517938682322245
857,35238,Rennes,Université de Rennes 1,2019,0.8035745392467686,0.19642546075323136
858,62041,Arras,Université d'Artois,2019,0.6898078708663666,0.3101921291336333
859,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2019,0.8295964125560538,0.17040358744394618
860,60159,Compiègne,Université de technologie de Compiègne,2019,0.7697444163020953,0.23025558369790466
861,30189,Nîmes,Université de Nîmes,2019,0.6796939619520265,0.32030603804797353
862,64445,Pau,Université de Pau et des Pays de l'Adour,2019,0.7196291306759648,0.2803708693240352
863,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2019,0.8389261744966443,0.1610738255033557
